pattern_id,key,left_token_id,right_token_id,distance,left_text,right_text,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage,parent_reuse
3101,2172652696,518,806,1, at, his,155,40,0.14455777,0.01098871,176,0.01760000,0
3102,1170217037,279,1555,2, the, line,155,60,0.12612075,0.41645382,178,0.01780000,0
3103,34686899700,8270,1405,1, wouldn,’t,154,45,0.54965037,0.13524426,172,0.01720000,0
3104,2399178780,572,9223,1, was, born,154,33,0.42689198,0.17491067,152,0.01520000,0
3105,1602229124,382,1249,1,".

",To,154,34,0.36764908,0.14505770,178,0.01780000,0
3106,2575313912,614,2814,1, have, done,154,45,0.32099514,0.13524426,189,0.01890000,0
3107,30568089856,7288,576,1, •, The,154,21,0.24883807,0.62689579,111,0.01110000,1
3108,1107315956,264,4925,1, a, matter,154,48,0.21349686,0.19978278,189,0.01890000,0
3109,2709522917,646,633,2, can, get,154,31,0.20206620,0.23743102,177,0.01770000,0
3110,1837109296,438,1036,1, as, “,154,36,0.16661492,0.08789929,167,0.01670000,0
3111,1568676340,374,1661,1, is, good,154,39,0.12887684,0.00785658,174,0.01740000,0
3112,1321213161,315,1850,2, of, best,154,42,0.12767039,0.06625139,182,0.01820000,0
3113,42777708288,10199,448,1, filled, with,153,46,0.45443673,0.16373785,180,0.01800000,0
3114,4517268416,1077,752,1, let, me,153,42,0.42191207,0.07276607,182,0.01820000,0
3115,83903760,20,4420,1,5, minutes,153,48,0.41121251,0.20629747,159,0.01590000,1
3116,12528387953,2987,476,2, either, or,153,24,0.34106660,0.48684972,169,0.01690000,0
3117,1501585228,358,6099,1, I, remember,153,32,0.31660915,0.19916764,162,0.01620000,0
3118,3384815340,807,3003,1, they,'ve,153,38,0.28464921,0.02731739,174,0.01740000,0
3119,1623202568,387,1730,1, be, found,153,40,0.27924979,0.02397591,179,0.01790000,0
3120,4383051208,1045,882,1, some, time,153,37,0.25686587,0.05398563,182,0.01820000,0
3121,3783265420,902,803,1, no, more,153,30,0.24591702,0.26370616,166,0.01660000,0
3122,1170238796,279,6995,1, the, nation,153,43,0.22658663,0.09629657,151,0.01510000,0
3123,1837111780,438,1657,1, as, many,153,30,0.20044675,0.26370616,175,0.01750000,0
3124,5788141621,1380,525,2, where, are,153,40,0.19974038,0.02397591,179,0.01790000,0
3125,2202015112,525,1378,1, are, two,153,45,0.19778759,0.14175894,190,0.01900000,0
3126,17205039392,4102,1096,1, , This,153,41,0.19611944,0.04866852,128,0.01280000,0
3127,22980592733,5479,279,2, parts, the,153,39,0.19171366,0.00134190,183,0.01830000,0
3128,88080482,21,24,3,6,9,153,56,0.17733445,0.36044815,158,0.01580000,0
3129,15154021469,3613,279,2, members, the,153,52,0.17704820,0.28634017,194,0.01940000,0
3130,1799362037,429,1405,2, that,’t,153,47,0.12404627,0.18524406,175,0.01750000,0
3131,1837108452,438,825,1, as, one,153,34,0.11238718,0.13854302,183,0.01830000,1
3132,1384122310,330,497,3," """,""",",152,45,0.42779897,0.14831634,153,0.01530000,0
3133,6077550024,1449,882,1, every, time,152,33,0.36212984,0.16183858,169,0.01690000,0
3134,100664652,24,339,1,9,th,152,35,0.34925760,0.10299808,165,0.01650000,2
3135,6345986466,1513,1128,3, don, what,152,34,0.27770508,0.13198562,173,0.01730000,0
3136,1275089052,304,5159,1, in, America,152,40,0.26649580,0.03053331,159,0.01590000,0
3137,1170242940,279,8031,1, the, Internet,152,28,0.25596034,0.32614163,132,0.01320000,0
3138,6018828505,1435,566,2, him, he,152,36,0.25421122,0.07482721,168,0.01680000,0
3139,54532060,13,1527,1,., An,152,47,0.24993658,0.19180146,178,0.01780000,0
3140,3384808252,807,1231,1, they, may,152,31,0.24581784,0.22435894,166,0.01660000,0
3141,24624760028,5871,311,1, necessary, to,152,45,0.23953096,0.14831634,188,0.01880000,0
3142,4546629837,1084,1075,2, It, like,152,40,0.23531013,0.03053331,184,0.01840000,0
3143,2994738416,714,1340,1, but, she,152,22,0.22919671,0.56730369,147,0.01470000,0
3144,6194988736,1477,432,1, find, it,152,51,0.21205613,0.27347949,196,0.01960000,0
3145,67109104,16,60,1,1,],152,29,0.20992323,0.29105031,128,0.01280000,0
3146,46170804,11,8365,1,",", perhaps,152,36,0.19983116,0.07482721,174,0.01740000,0
3147,1170232660,279,5461,1, the, average,152,36,0.19696193,0.07482721,155,0.01550000,0
3148,1170237040,279,6556,1, the, morning,152,43,0.18518265,0.10285397,181,0.01810000,0
3149,8355054784,1992,304,1, place, in,152,33,0.18506498,0.16183858,179,0.01790000,0
3150,4546628120,1084,646,1, It, can,152,32,0.17998474,0.19261024,162,0.01620000,0
3151,1170219488,279,2168,1, the, image,152,36,0.17941926,0.07482721,130,0.01300000,0
3152,46147633,11,2572,2,",",".,",152,33,0.17259919,0.16183858,138,0.01380000,0
3153,100663329,24,8,2,9,),152,60,0.15155082,0.43599842,140,0.01400000,2
3154,10112466990,2411,11,3, At,",",152,38,0.14796672,0.02075999,182,0.01820000,0
3155,2319453336,553,806,1, by, his,152,35,0.14471314,0.10299808,168,0.01680000,0
3156,3581937112,854,374,1,”, is,152,32,0.13614091,0.19261024,161,0.01610000,0
3157,1304434381,311,1459,2, to, point,152,43,0.12353113,0.10285397,188,0.01880000,0
3158,1568676001,374,1576,2, is, because,152,37,0.10159137,0.04742823,174,0.01740000,0
3159,2441097444,582,3129,1, we,’re,151,46,0.39209531,0.17689594,160,0.01600000,0
3160,1623221684,387,6509,1, be, considered,151,32,0.38529458,0.18600956,166,0.01660000,0
3161,1837125692,438,5135,1, as, soon,151,38,0.36845161,0.01415930,178,0.01780000,2
3162,56899929324,13566,315,1, aspects, of,151,33,0.34158076,0.15523790,169,0.01690000,0
3163,1136667100,271,2679,1,"

",If,151,38,0.33922003,0.01415930,174,0.01740000,0
3164,30060578028,7167,315,1, beginning, of,151,41,0.28374207,0.06182661,183,0.01830000,1
3165,1304430749,311,551,2, to,ize,151,30,0.25433343,0.25054808,165,0.01650000,0
3166,1342180085,320,701,2, (,"),",151,58,0.25430547,0.40869755,150,0.01500000,0
3167,13669238464,3259,432,1, making, it,151,44,0.25017929,0.13244417,187,0.01870000,0
3168,1170246084,279,8817,1, the, church,151,20,0.22431590,0.65601319,80,0.00800000,0
3169,2252346904,537,1414,1, not, know,151,39,0.20785214,0.01181619,165,0.01650000,1
3170,3741321912,892,686,1, which, will,151,30,0.20128467,0.25054808,171,0.01710000,0
3171,1107306729,264,2618,2, a, job,151,30,0.19749722,0.25054808,166,0.01660000,0
3172,1170220376,279,2390,1, the, project,151,34,0.17353324,0.12538494,116,0.01160000,0
3173,1631590721,389,1616,2, on, way,151,38,0.17316971,0.01415930,177,0.01770000,0
3174,1170223052,279,3059,1, the, results,151,49,0.17043595,0.24007484,180,0.01800000,0
3175,1811947996,432,2167,1, it, really,151,29,0.16972820,0.28444963,171,0.01710000,0
3176,1354764500,323,1077,1, and, let,151,46,0.16006930,0.17689594,182,0.01820000,0
3177,19444793389,4636,11,2, After,",",151,34,0.15739246,0.12538494,171,0.01710000,0
3178,1275075934,304,1879,3, in, world,151,48,0.14457183,0.21945555,172,0.01720000,0
3179,2252343960,537,678,1, not, all,151,37,0.12862004,0.04082755,184,0.01840000,0
3180,15879634988,3786,11,1, together,",",151,43,0.11772510,0.10945465,187,0.01870000,0
3181,2088767814,498,1105,3, you, them,151,50,0.10472814,0.26027754,186,0.01860000,0
3182,52395249344,12492,944,1, hasn,'t,150,52,0.54556569,0.30614280,172,0.01720000,0
3183,144548299546,34463,198,3,prove,"
",150,47,0.52485919,0.20504668,97,0.00970000,6
3184,3380636948,806,6981,1, his, father,150,30,0.44353401,0.24390354,123,0.01230000,0
3185,10590622328,2525,1182,1, come, back,150,29,0.43241684,0.27780509,166,0.01660000,0
3186,1342177552,320,68,1, (,e,150,26,0.35104668,0.38700438,137,0.01370000,1
3187,11437868329,2727,330,2, says," """,150,26,0.33943295,0.38700438,124,0.01240000,0
3188,20413678812,4867,311,1, prior, to,150,37,0.32341071,0.03418301,165,0.01650000,0
3189,22074623168,5263,304,1, increase, in,150,36,0.27946107,0.06158198,149,0.01490000,0
3190,1304443040,311,3624,1, to, send,150,30,0.26854174,0.24390354,168,0.01680000,0
3191,3686797265,879,1012,2, who, been,150,31,0.25266924,0.21111371,173,0.01730000,0
3192,54536036,13,2521,1,., Or,150,32,0.25157631,0.17936502,160,0.01600000,0
3193,1170245560,279,8686,1, the, majority,150,43,0.22551334,0.11609920,170,0.01700000,1
3194,18157143276,4329,315,1, Some, of,150,36,0.21867304,0.06158198,180,0.01800000,0
3195,50331726,12,19,3,-,4,150,26,0.20129736,0.38700438,115,0.01150000,0
3196,1547703749,369,1393,2, for, while,150,30,0.19913591,0.24390354,168,0.01680000,0
3197,1107306728,264,2618,1, a, job,150,38,0.19657543,0.00751476,151,0.01510000,0
3198,9386853829,2238,369,2, too, for,150,29,0.19647032,0.27780509,171,0.01710000,0
3199,21172846636,5048,11,1, cases,",",150,46,0.18569097,0.18354048,177,0.01770000,1
3200,2617245766,624,17,3,".
",2,150,53,0.17358046,0.32519100,161,0.01610000,0
3201,4634709149,1105,807,2, them, they,150,44,0.17324889,0.13908872,187,0.01870000,0
3202,1879052916,448,1181,1, with, its,150,32,0.17171240,0.17936502,167,0.01670000,0
3203,75498265,18,198,2,3,"
",150,43,0.14796720,0.11609920,143,0.01430000,4
3204,5930747585,1414,432,2, know, it,150,39,0.14036946,0.01846073,179,0.01790000,1
3205,9038725173,2155,13,2, different,.,150,38,0.11718007,0.00751476,182,0.01820000,0
3206,1811943378,432,1012,3, it, been,150,35,0.11367973,0.08975286,180,0.01800000,0
3207,1996490024,476,330,1, or," """,150,71,0.11208924,0.61757896,182,0.01820000,0
3208,4731176470,1128,389,3, what, on,150,31,0.11162479,0.21111371,171,0.01710000,0
3209,1799362880,429,1616,1, that, way,150,41,0.11155708,0.06847115,177,0.01770000,0
3210,4575987096,1091,358,1, than, I,150,32,0.10804916,0.17936502,176,0.01760000,0
3211,1321207360,315,400,1, of, $,150,40,0.10700469,0.04377854,131,0.01310000,2
3212,2202012813,525,803,2, are, more,150,39,0.10667028,0.01846073,185,0.01850000,0
3213,13803457472,3291,752,1, tell, me,149,32,0.43033517,0.17267603,171,0.01710000,0
3214,151267574642,36065,220,3,Sunday, ,149,31,0.40096369,0.20442473,172,0.01720000,6
3215,23211278405,5534,17,2, June,2,149,30,0.38987172,0.23721455,137,0.01370000,7
3216,40009467100,9539,311,1, continues, to,149,31,0.31231537,0.20442473,166,0.01660000,0
3217,1170271900,279,15271,1, the, latter,149,31,0.28296672,0.20442473,164,0.01640000,0
3218,2202023780,525,3545,1, are, often,149,35,0.27686549,0.08306387,170,0.01700000,0
3219,17297310576,4124,220,1, early, ,149,25,0.24793214,0.41953611,163,0.01630000,7
3220,5939137692,1416,807,1, If, they,149,36,0.24710869,0.05489299,171,0.01710000,0
3221,1170245184,279,8592,1, the, street,149,43,0.24427753,0.12278819,154,0.01540000,0
3222,71303408,17,60,1,2,],149,31,0.23243378,0.20442473,109,0.01090000,0
3223,830475332,198,785,1,"
",The,149,33,0.20868832,0.14190437,143,0.01430000,0
3224,1501571156,358,2581,1, I, never,149,64,0.20432329,0.52047115,193,0.01930000,0
3225,12071207968,2878,264,1, within, a,149,32,0.19012780,0.17267603,167,0.01670000,0
3226,75497521,18,12,2,3,-,149,40,0.18007618,0.05046752,149,0.01490000,0
3227,1765804772,421,697,1, if, your,149,31,0.17895106,0.20442473,166,0.01660000,0
3228,14109639916,3364,315,1, story, of,149,33,0.16244700,0.14190437,164,0.01640000,0
3229,1547702900,369,1181,1, for, its,149,40,0.14596930,0.05046752,178,0.01780000,0
3230,3699377656,882,382,1, time,".

",149,28,0.13039091,0.30620742,167,0.01670000,0
3231,13300139230,3171,311,3, doesn, to,149,55,0.12876939,0.36892126,192,0.01920000,0
3232,4575987392,1091,432,1, than, it,149,28,0.11175202,0.30620742,167,0.01670000,0
3233,24381489221,5813,17,2, April,2,148,31,0.39603882,0.19769069,144,0.01440000,7
3234,6345986689,1513,1184,2, don, need,148,33,0.35898912,0.13517034,168,0.01680000,0
3235,71684866072,17091,4102,1,  , ,148,26,0.33843994,0.37358136,100,0.01000000,0
3236,1304450724,311,5545,1, to, reach,148,40,0.27514797,0.05720156,176,0.01760000,0
3237,1304441200,311,3164,1, to, win,148,32,0.25568723,0.16594200,152,0.01520000,0
3238,1304443484,311,3735,1, to, pick,148,39,0.25429772,0.03188375,177,0.01770000,0
3239,1568682512,374,3204,1, is, possible,148,32,0.23311551,0.16594200,168,0.01680000,0
3240,3384805860,807,633,1, they, get,148,38,0.19674731,0.00590826,173,0.01730000,0
3241,1568678673,374,2244,2, is, great,148,34,0.19259781,0.10531737,167,0.01670000,0
3242,96469025,23,8,2,8,),148,31,0.17225585,0.19769069,134,0.01340000,3
3243,1321220712,315,3738,1, of, human,148,40,0.16586491,0.05720156,152,0.01520000,0
3244,1501566298,358,1366,3, I, want,148,42,0.16468274,0.10599172,161,0.01610000,0
3245,1170228976,279,4540,1, the, phone,148,29,0.16401303,0.26438207,127,0.01270000,0
3246,5083497710,1212,315,3, under, of,148,47,0.14006527,0.21846970,175,0.01750000,0
3247,1342177374,320,23,3, (,8,148,27,0.13176339,0.33584103,132,0.01320000,0
3248,2575306302,614,911,3, have, about,148,37,0.12760240,0.02075999,178,0.01780000,0
3249,4244637126,1012,369,3, been, for,148,39,0.11751557,0.03188375,179,0.01790000,0
3250,1920993137,458,476,2, an, or,148,47,0.10359122,0.21846970,187,0.01870000,0
3251,33021755634,7873,60,3,.[,],147,30,0.63212924,0.22370083,41,0.00410000,0
3252,29360161,7,8,2,(,),147,28,0.41201475,0.29269370,88,0.00880000,0
3253,10842278452,2585,653,1, How, do,147,40,0.40561123,0.06398124,157,0.01570000,0
3254,17498640588,4172,1075,1,'d, like,147,37,0.39261914,0.01398030,161,0.01610000,0
3255,96470348,23,339,1,8,th,147,33,0.36857770,0.12839065,144,0.01440000,2
3256,1837109561,438,1102,2, as, result,147,37,0.34315103,0.01398030,174,0.01740000,1
3257,1501591596,358,7691,1, I, couldn,147,38,0.33539369,0.01268795,163,0.01630000,0
3258,28760343788,6857,315,1, none, of,147,47,0.31732691,0.22524939,184,0.01840000,0
3259,1304460340,311,7949,1, to, reduce,147,40,0.28225264,0.06398124,169,0.01690000,1
3260,54553036,13,6771,1,., Let,147,41,0.28031671,0.08867386,167,0.01670000,0
3261,5930747540,1414,421,1, know, if,147,41,0.27572728,0.08867386,178,0.01780000,3
3262,1304464752,311,9052,1, to, lose,147,42,0.26022240,0.11277141,146,0.01460000,0
3263,1275090457,304,5510,2, in, ways,147,39,0.25754088,0.03866344,175,0.01750000,0
3264,31440504044,7496,315,1, Most, of,147,43,0.25687725,0.13630190,181,0.01810000,0
3265,1568682168,374,3118,1, is, based,147,39,0.24794637,0.03866344,172,0.01720000,1
3266,2399150120,572,2058,1, was, still,147,45,0.22885988,0.18176428,180,0.01800000,0
3267,22045261868,5256,11,1, addition,",",147,38,0.20525610,0.01268795,171,0.01710000,1
3268,96469082,23,22,3,8,7,147,35,0.20191411,0.06955015,133,0.01330000,0
3269,92274773,22,21,2,7,6,147,39,0.20138409,0.03866344,141,0.01410000,0
3270,125845529,30,4102,2,?, ,147,43,0.18878157,0.13630190,116,0.01160000,0
3271,4957668884,1182,389,1, back, on,147,27,0.18785923,0.32906134,163,0.01630000,0
3272,6379538112,1521,432,1, did, it,147,21,0.18504467,0.58037577,151,0.01510000,0
3273,1547704717,369,1635,2, for, years,147,38,0.17524018,0.01268795,174,0.01740000,0
3274,79691870,19,23,3,4,8,147,50,0.17472823,0.28712479,161,0.01610000,0
3275,96469070,23,19,3,8,4,147,31,0.17472823,0.19091101,154,0.01540000,0
3276,3821013732,911,697,1, about, your,147,32,0.16258216,0.15916231,160,0.01600000,0
3277,12939428956,3085,279,1, With, the,147,21,0.15528063,0.58037577,162,0.01620000,0
3278,1501566793,358,1490,2, I, see,147,36,0.15182773,0.04137927,176,0.01760000,0
3279,1170224428,279,3403,1, the, above,147,37,0.14514619,0.01398030,156,0.01560000,0
3280,4441770313,1059,594,2, her,'s,147,47,0.13973230,0.22524939,97,0.00970000,0
3281,1811944017,432,1172,2, it, only,147,34,0.12809096,0.09853769,177,0.01770000,0
3282,4634707712,1105,448,1, them, with,147,43,0.12018531,0.13630190,182,0.01820000,0
3283,2088766401,498,752,2, you, me,147,47,0.11974138,0.22524939,172,0.01720000,0
3284,5993677868,1429,4363,1, most, likely,146,24,0.48708879,0.44001842,144,0.01440000,0
3285,11643398720,2776,2704,1,'m, sure,146,52,0.46381520,0.33317147,174,0.01740000,0
3286,6064969240,1446,1414,1, You, know,146,23,0.35541314,0.48257803,143,0.01430000,0
3287,16198404424,3862,594,1,There,'s,146,30,0.32807558,0.21687486,165,0.01650000,0
3288,1342177568,320,72,1, (,i,146,27,0.29957258,0.32223538,153,0.01530000,1
3289,2940209960,701,714,1,"),", but,146,50,0.28072834,0.29395076,189,0.01890000,0
3290,2877297280,686,1184,1, will, need,146,38,0.27703990,0.01951391,150,0.01500000,1
3291,3959427712,944,1184,1,'t, need,146,33,0.26425060,0.12156468,170,0.01700000,0
3292,3959429989,944,1753,2,'t, much,146,26,0.24540237,0.35997571,161,0.01610000,0
3293,2877296876,686,1083,1, will, also,146,47,0.23038946,0.23207536,170,0.01700000,0
3294,6220154584,1483,438,1, used, as,146,27,0.22993644,0.32223538,157,0.01570000,0
3295,1879055460,448,1817,1, with, each,146,45,0.22955528,0.18859024,182,0.01820000,0
3296,54540057,13,3526,2,., million,146,39,0.22549031,0.04548940,114,0.01140000,0
3297,29523705900,7039,11,1,Now,",",146,30,0.20847699,0.21687486,170,0.01700000,0
3298,46159480,11,5534,1,",", June,146,37,0.20719509,0.00715433,139,0.01390000,7
3299,1602253281,382,7288,2,".

", •,146,55,0.19630180,0.38926094,121,0.01210000,0
3300,1501566764,358,1483,1, I, used,146,29,0.18301075,0.25077642,155,0.01550000,0
3301,13123978461,3129,311,2,’re, to,146,25,0.17934598,0.39919642,141,0.01410000,0
3302,1170229416,279,4650,1, the, potential,146,39,0.17750834,0.04548940,170,0.01700000,0
3303,1547704716,369,1635,1, for, years,146,41,0.17431762,0.09549982,177,0.01770000,0
3304,1107309712,264,3364,1, a, story,146,32,0.17070994,0.15233634,156,0.01560000,0
3305,79692568,19,198,1,4,"
",146,28,0.16511576,0.28586774,134,0.01340000,6
3306,62921101,15,1635,2,0, years,146,37,0.16170940,0.00715433,141,0.01410000,3
3307,10322182189,2461,11,2,For,",",146,37,0.15979379,0.00715433,171,0.01710000,0
3308,125831113,30,498,2,?, you,146,39,0.14757478,0.04548940,160,0.01600000,0
3309,7755268148,1849,13,1, system,.,146,35,0.14701317,0.06272418,158,0.01580000,0
3310,8170505072,1948,220,1, between, ,146,39,0.14655839,0.04548940,165,0.01650000,1
3311,1107301860,264,1401,1, a, look,146,39,0.13429195,0.04548940,174,0.01740000,1
3312,1354773305,323,3278,2, and,'ll,146,35,0.12969739,0.06272418,163,0.01630000,0
3313,8006927453,1909,279,2, top, the,146,40,0.11864375,0.07080721,163,0.01630000,1
3314,1354772872,323,3170,1, and, why,146,32,0.10990929,0.15233634,160,0.01600000,0
3315,1811942338,432,752,3, it, me,146,24,0.10753391,0.44001842,157,0.01570000,0
3316,3384806558,807,807,3, they, they,146,30,0.10670134,0.21687486,163,0.01630000,0
3317,56648298440,13506,7154,1, Supreme, Court,145,40,0.90868577,0.07768009,105,0.01050000,0
3318,5599406748,1335,2727,1,",""", says,145,38,0.49554275,0.02638679,96,0.00960000,0
3319,3380638636,806,7403,1, his, wife,145,50,0.46691708,0.30082364,144,0.01440000,0
3320,13451138585,3207,1414,2, didn, know,145,34,0.42328112,0.08483884,167,0.01670000,0
3321,12754881676,3041,803,1, far, more,145,20,0.36961271,0.61546709,152,0.01520000,0
3322,4957671804,1182,1119,1, back, into,145,41,0.32012767,0.10237270,169,0.01690000,0
3323,6949965760,1657,1008,1, many, other,145,41,0.31015695,0.10237270,175,0.01750000,0
3324,5930749500,1414,911,1, know, about,145,42,0.25923327,0.12647025,177,0.01770000,0
3325,27430749420,6540,315,1, knowledge, of,145,34,0.24084143,0.08483884,151,0.01510000,0
3326,1107313968,264,4428,1, a, similar,145,32,0.22878260,0.14546346,172,0.01720000,0
3327,1170239036,279,7055,1, the, band,145,39,0.20604454,0.05236228,95,0.00950000,0
3328,2113933452,504,1059,1, from, her,145,41,0.17845232,0.10237270,164,0.01640000,0
3329,92274721,22,8,2,7,),145,34,0.17504935,0.08483884,117,0.01170000,3
3330,4508878632,1075,458,1, like, an,145,44,0.17221741,0.17299027,180,0.01800000,0
